Country Code,Month,Unemployment,Stringency,Country
EST,2020-04-01,5.9,77.78,other
EST,2020-05-01,6.9,75.0,other
EST,2020-06-01,7.9,37.96,other
EST,2020-07-01,7.9,35.19,other
EST,2020-08-01,8.0,32.41,other
EST,2020-09-01,8.3,32.41,other
EST,2020-10-01,7.9,35.19,other
EST,2020-11-01,7.4,35.19,other
EST,2020-12-01,6.8,43.52,other
EST,2021-01-01,7.2,55.56,other
EST,2021-02-01,6.8,42.59,other
EST,2021-03-01,6.4,41.67,other
EST,2021-04-01,6.3,61.11,other
EST,2021-05-01,6.6,58.33,other
EST,2021-06-01,6.5,41.67,other
EST,2021-07-01,6.4,37.96,other
EST,2021-08-01,6.0,23.15,other
EST,2021-09-01,5.7,28.7,other
EST,2021-10-01,5.7,25.0,other
ISR,2020-01-01,3.694457,0.0,other
ISR,2020-02-01,3.3807980000000004,2.78,other
ISR,2020-03-01,3.536839,19.44,other
ISR,2020-04-01,3.607703,85.19,other
ISR,2020-05-01,4.204206,84.26,other
ISR,2020-06-01,4.578165,75.0,other
ISR,2020-07-01,4.720823,69.44,other
ISR,2020-08-01,4.841195,52.78,other
ISR,2020-09-01,4.575068,37.96,other
ISR,2020-10-01,4.713674,85.19,other
ISR,2020-11-01,4.806218,40.74,other
ISR,2020-12-01,4.860151,65.74,other
ISR,2021-01-01,4.618124,82.41,other
ISR,2021-02-01,5.182726000000001,87.04,other
ISR,2021-03-01,5.443354,62.96,other
ISR,2021-04-01,5.331855,60.19,other
ISR,2021-05-01,5.451968,52.78,other
ISR,2021-06-01,5.115798000000001,29.63,other
ISR,2021-07-01,4.935326,29.63,other
ISR,2021-08-01,5.013559,35.19,other
ISR,2021-09-01,5.1458639999999995,56.48,other
ISR,2021-10-01,5.013416,56.48,other
SVN,2020-01-01,4.1,0.0,other
SVN,2020-02-01,4.2,0.0,other
SVN,2020-03-01,4.4,0.0,other
SVN,2020-04-01,5.2,89.81,other
SVN,2020-05-01,5.4,75.0,other
SVN,2020-06-01,5.4,41.2,other
SVN,2020-07-01,5.2,39.81,other
SVN,2020-08-01,5.2,50.0,other
SVN,2020-09-01,5.1,50.0,other
SVN,2020-10-01,5.1,50.0,other
SVN,2020-11-01,5.3,75.93,other
SVN,2020-12-01,5.3,87.04,other
SVN,2021-01-01,5.4,81.48,other
SVN,2021-02-01,5.2,75.93,other
SVN,2021-03-01,5.0,69.44,other
SVN,2021-04-01,4.7,85.19,other
SVN,2021-05-01,4.5,55.56,other
SVN,2021-06-01,4.4,35.19,other
SVN,2021-07-01,4.5,35.19,other
SVN,2021-08-01,4.6,25.93,other
SVN,2021-09-01,4.7,38.89,other
SVN,2021-10-01,4.8,35.19,other
LVA,2020-01-01,7.2,0.0,other
LVA,2020-02-01,7.2,2.78,other
LVA,2020-03-01,7.5,8.33,other
LVA,2020-04-01,8.3,69.44,other
LVA,2020-05-01,8.6,69.44,other
LVA,2020-06-01,8.7,61.11,other
LVA,2020-07-01,8.7,50.0,other
LVA,2020-08-01,8.6,47.22,other
LVA,2020-09-01,8.3,41.67,other
LVA,2020-10-01,8.2,37.04,other
LVA,2020-11-01,8.1,42.59,other
LVA,2020-12-01,8.0,53.7,other
LVA,2021-01-01,7.8,63.89,other
LVA,2021-02-01,7.7,57.41,other
LVA,2021-03-01,7.7,56.48,other
LVA,2021-04-01,7.7,56.48,other
LVA,2021-05-01,7.8,56.48,other
LVA,2021-06-01,7.9,50.0,other
LVA,2021-07-01,7.7,41.67,other
LVA,2021-08-01,7.3,41.67,other
LVA,2021-09-01,7.0,37.96,other
LVA,2021-10-01,7.0,37.96,other
LTU,2020-01-01,6.2,0.0,other
LTU,2020-02-01,6.7,0.0,other
LTU,2020-03-01,7.2,11.11,other
LTU,2020-04-01,7.9,81.48,other
LTU,2020-05-01,8.6,77.78,other
LTU,2020-06-01,9.1,50.93,other
LTU,2020-07-01,9.4,25.93,other
LTU,2020-08-01,9.8,28.7,other
LTU,2020-09-01,9.9,28.7,other
LTU,2020-10-01,9.3,31.48,other
LTU,2020-11-01,9.2,56.94,other
LTU,2020-12-01,9.2,57.41,other
LTU,2021-01-01,7.4,74.07,other
LTU,2021-02-01,6.8,70.37,other
LTU,2021-03-01,6.5,66.67,other
LTU,2021-04-01,7.2,66.67,other
LTU,2021-05-01,7.7,38.89,other
LTU,2021-06-01,7.8,44.44,other
LTU,2021-07-01,7.3,29.63,other
LTU,2021-08-01,7.0,29.63,other
LTU,2021-09-01,6.7,25.0,other
LTU,2021-10-01,6.5,30.09,other
COL,2020-01-01,10.71124,0.0,Columbia
COL,2020-02-01,10.92271,8.33,Columbia
COL,2020-03-01,12.29594,12.04,Columbia
COL,2020-04-01,19.643320000000003,87.96,Columbia
COL,2020-05-01,20.65683,90.74,Columbia
COL,2020-06-01,20.10021,87.04,Columbia
COL,2020-07-01,19.32372,87.04,Columbia
COL,2020-08-01,17.204179999999997,87.04,Columbia
COL,2020-09-01,16.520039999999998,71.3,Columbia
COL,2020-10-01,16.19709,71.3,Columbia
COL,2020-11-01,15.270579999999999,65.74,Columbia
COL,2020-12-01,14.60185,60.19,Columbia
COL,2021-01-01,14.25058,60.19,Columbia
COL,2021-02-01,14.30875,81.02,Columbia
COL,2021-03-01,13.797720000000002,81.02,Columbia
COL,2021-04-01,14.87023,81.02,Columbia
COL,2021-05-01,15.024239999999999,75.93,Columbia
COL,2021-06-01,14.551429999999998,62.96,Columbia
COL,2021-07-01,13.61762,59.26,Columbia
COL,2021-08-01,12.67578,46.3,Columbia
COL,2021-09-01,12.7119,46.3,Columbia
COL,2021-10-01,13.04941,46.3,Columbia
CRI,2020-01-01,12.26635,0.0,other
CRI,2020-02-01,12.52807,0.0,other
CRI,2020-03-01,15.70969,11.11,other
CRI,2020-04-01,20.0624,75.0,other
CRI,2020-05-01,23.83536,72.22,other
CRI,2020-06-01,24.24981,72.22,other
CRI,2020-07-01,22.987460000000002,73.61,other
CRI,2020-08-01,21.858520000000002,62.96,other
CRI,2020-09-01,21.8084,61.11,other
CRI,2020-10-01,21.30506,62.96,other
CRI,2020-11-01,20.00231,55.56,other
CRI,2020-12-01,19.136979999999998,55.56,other
CRI,2021-01-01,18.56307,63.89,other
CRI,2021-02-01,18.77001,63.89,other
CRI,2021-03-01,17.327920000000002,56.48,other
CRI,2021-04-01,17.71854,62.04,other
CRI,2021-05-01,18.00209,62.04,other
CRI,2021-06-01,17.435670000000002,66.67,other
CRI,2021-07-01,16.36476,55.56,other
CRI,2021-08-01,15.308370000000002,54.63,other
CRI,2021-09-01,15.00404,54.63,other
